=1	=1	=1	=1
=71	=71	=71	=71
16	0	0	R
32	0	0	-quives
64	0	0	des
16	0	0	"""shta-"
40	0	0	"pow!"""
16	0	0	de
16	0	0	pu-
16	0	0	-tains
16	0	0	de
16	0	0	ston-
16	0	1	-ba
16	1	0	Laisse
16	0	0	pas
=72	=72	=72	=72
32	0	0	R
32	0	0	trai-
16	0	0	-ner
16	0	0	ton
40	0	1	fils
16	0	0	Si
16	0	0	tu
16	0	0	veux
16	0	0	pas
48	0	0	qu'il
8	0	1	glisse
16	1	0	Qu'il
32	0	0	te
=73	=73	=73	=73
16	0	0	ra-
16	0	0	-mène
16	0	0	du
32	0	1	vice
16	1	0	Non
16	0	0	laisse
16	0	0	pas
16	0	0	trai-
16	0	0	-ner
16	0	0	ton
32	0	1	fils
4	0	0	R
